0 0 1013 1 8 8 [ExitOff]
0 0 1013 11 8 8 [ExitOn]
0 28 1013 21 8 0 [menuShadow: ]
-1 6 1013 23 7 9 [menuShadow:']
0 28 1021 34 2 0 [menuShadow:`]
0 28 1021 36 2 0 [menuShadow:{]
0 28 1021 38 2 0 [menuShadow:}]
0 24 1013 34 6 4 [menuShadow:.]
0 0 883 1 128 38 [BackButton]
0 0 955 41 68 61 [Checkmark]
0 28 1021 104 2 0 [menuWhite:`]
0 28 1021 106 2 0 [menuWhite:{]
0 28 1021 108 2 0 [menuWhite:}]
-1 11 1012 104 7 7 [menuWhite:*]
0 28 1002 104 8 0 [menuWhite: ]
0 24 1002 106 6 4 [menuWhite:.]
1 15 983 104 17 3 [menuShadow:-]
0 28 983 109 17 0 [menuWhite:#]
0 39 983 111 10 0 [vipnaUpper: ]
-1 11 974 104 7 7 [menuShadow:*]
0 28 955 104 17 0 [menuShadow:#]
1 15 955 106 17 3 [menuWhite:-]
0 26 955 111 10 0 [arial-small: ]
0 70 883 41 70 70 [Pointer]
0 7 1003 113 15 15 [menuShadow:$]
3 22 1016 130 6 4 [arial-small:.]
2 16 1003 130 11 4 [arial-small:-]
-1 6 988 113 13 9 [menuShadow:"]
1 24 988 124 8 8 [menuShadow:,]
2 6 977 113 9 22 [menuShadow:!]
-2 6 1012 137 8 25 [menuShadow:)]
-1 6 1012 164 7 9 [menuWhite:']
0 6 1001 137 9 25 [menuShadow:(]
1 24 1001 164 8 8 [menuWhite:,]
0 8 977 137 22 20 [menuShadow:%]
0 9 977 159 17 15 [menuShadow:+]
0 0 953 113 22 32 [DoubleArrow]
0 8 953 147 21 19 [menuShadow:/]
1 2 953 168 9 4 [arial-small:`]
0 0 883 113 68 61 [CheckmarkOff]
0 13 1015 176 7 12 [menuShadow::]
2 2 1015 190 6 8 [arial-small:']
0 6 985 176 28 22 [menuShadow:&]
0 13 1015 200 7 17 [menuShadow:;]
1 4 985 200 28 24 [menuShadow:0]
1 4 1015 226 8 24 [menuShadow:I]
4 4 985 226 28 24 [menuShadow:1]
0 4 1015 252 8 26 [menuShadow:]]
1 4 985 252 28 24 [menuShadow:2]
1 28 985 278 27 3 [menuShadow:_]
0 0 883 176 100 72 [Slider]
1 5 973 250 9 25 [menuShadow:[]
2 4 943 250 28 24 [menuShadow:5]
1 28 943 276 27 3 [menuWhite:_]
0 4 913 250 28 24 [menuShadow:4]
0 30 913 276 23 3 [arial-small:_]
2 4 883 250 28 24 [menuShadow:3]
0 0 796 1 85 280 [frenzy]
0 4 1001 283 20 24 [menuShadow:J]
2 6 977 283 22 22 [menuShadow:?]
3 7 956 283 19 17 [menuShadow:>]
1 11 937 283 17 9 [menuShadow:=]
-1 6 937 294 13 9 [menuWhite:"]
3 7 916 283 19 17 [menuShadow:<]
1 4 886 283 28 24 [menuShadow:9]
1 4 856 283 28 24 [menuShadow:8]
2 4 826 283 28 24 [menuShadow:7]
1 4 999 309 23 24 [menuShadow:F]
1 4 974 309 23 24 [menuShadow:E]
1 4 944 309 28 24 [menuShadow:D]
1 4 917 309 25 24 [menuShadow:C]
1 4 889 309 26 24 [menuShadow:B]
0 4 857 309 30 24 [menuShadow:A]
0 8 1000 335 21 20 [menuShadow:\]
1 4 965 335 33 24 [menuShadow:M]
0 4 943 335 20 24 [menuShadow:L]
1 4 915 335 26 24 [menuShadow:K]
1 4 886 335 27 24 [menuShadow:H]
0 0 1003 361 19 9 [menuShadow:^]
4 6 1012 372 11 9 [vipnaUpper:']
0 13 1003 372 7 12 [menuWhite::]
1 4 971 361 30 24 [menuShadow:Q]
1 4 944 361 25 24 [menuShadow:P]
0 4 914 361 28 24 [menuShadow:O]
1 4 997 387 26 24 [menuShadow:U]
1 4 969 387 26 24 [menuShadow:T]
0 4 942 387 25 24 [menuShadow:S]
1 5 1015 413 8 23 [menuShadow:i]
1 4 975 413 38 24 [menuShadow:W]
0 5 1006 439 16 23 [menuShadow:f]
0 11 1006 464 16 17 [menuShadow:r]
0 4 975 439 29 24 [menuShadow:X]
1 29 992 465 11 16 [vipnaUpper:,]
0 7 975 465 15 15 [menuWhite:$]
0 4 942 413 31 24 [menuShadow:V]
0 4 942 439 28 24 [menuShadow:Y]
1 29 961 465 12 11 [vipnaUpper:.]
0 9 942 465 17 15 [menuWhite:+]
1 4 914 387 26 24 [menuShadow:R]
1 4 914 413 26 24 [menuShadow:Z]
0 11 914 439 21 17 [menuShadow:a]
0 5 914 458 21 23 [menuShadow:b]
1 4 886 361 26 24 [menuShadow:N]
0 11 886 387 19 17 [menuShadow:c]
0 4 886 406 21 24 [menuShadow:d]
2 22 906 432 6 10 [arial-small:,]
0 11 886 432 18 17 [menuShadow:e]
0 10 886 451 21 23 [menuShadow:g]
1 4 857 335 27 24 [menuShadow:G]
1 5 857 361 21 23 [menuShadow:h]
3 2 878 386 6 24 [arial-small:!]
1 5 868 386 8 23 [menuShadow:l]
-4 5 857 386 9 28 [menuShadow:j]
0 5 857 416 21 23 [menuShadow:k]
1 11 857 441 21 17 [menuShadow:n]
1 11 857 460 23 17 [menuShadow:o]
1 4 826 309 29 24 [menuShadow:@]
1 11 826 335 22 22 [menuShadow:p]
0 11 826 359 22 22 [menuShadow:q]
0 11 826 383 21 17 [menuShadow:s]
3 4 844 402 10 24 [menuShadow:|]
0 4 826 402 16 24 [menuShadow:t]
0 13 848 428 7 17 [menuWhite:;]
0 10 826 428 20 18 [menuShadow:u]
-1 11 826 448 23 17 [menuShadow:v]
1 11 826 467 17 9 [menuWhite:=]
0 3 796 283 28 25 [menuShadow:6]
0 11 796 310 22 17 [menuShadow:x]
1 10 796 329 21 23 [menuShadow:y]
3 15 816 354 8 16 [vipnaUpper:=]
0 11 796 354 18 17 [menuShadow:z]
0 4 796 373 28 24 [menuShadow:~]
0 11 807 399 16 17 [menuWhite:r]
2 6 796 399 9 22 [menuWhite:!]
0 8 796 423 22 20 [menuWhite:%]
0 6 796 445 28 22 [menuWhite:&]
0 0 796 469 19 9 [menuWhite:^]
0 0 645 1 149 256 [board]
0 11 774 259 19 17 [menuWhite:c]
0 11 751 259 21 17 [menuWhite:a]
3 7 730 259 19 17 [menuWhite:>]
3 7 709 259 19 17 [menuWhite:<]
1 11 677 259 30 17 [menuShadow:w]
1 11 645 259 30 17 [menuShadow:m]
1 4 779 278 8 24 [menuWhite:I]
1 4 749 278 28 24 [menuWhite:2]
4 4 719 278 28 24 [menuWhite:1]
1 4 689 278 28 24 [menuWhite:0]
0 8 666 278 21 19 [menuWhite:/]
-2 6 656 278 8 25 [menuWhite:)]
0 6 645 278 9 25 [menuWhite:(]
1 4 765 305 28 24 [menuWhite:8]
2 4 735 305 28 24 [menuWhite:7]
2 4 705 305 28 24 [menuWhite:5]
0 4 675 305 28 24 [menuWhite:4]
2 4 645 305 28 24 [menuWhite:3]
0 4 760 331 30 24 [menuWhite:A]
1 4 729 331 29 24 [menuWhite:@]
2 6 705 331 22 22 [menuWhite:?]
1 4 675 331 28 24 [menuWhite:9]
0 3 645 331 28 25 [menuWhite:6]
1 5 780 358 8 23 [menuWhite:i]
1 4 755 358 23 24 [menuWhite:F]
1 4 730 358 23 24 [menuWhite:E]
1 4 700 358 28 24 [menuWhite:D]
1 4 673 358 25 24 [menuWhite:C]
1 5 781 384 8 23 [menuWhite:l]
1 4 753 384 26 24 [menuWhite:K]
0 4 731 384 20 24 [menuWhite:J]
1 4 702 384 27 24 [menuWhite:H]
4 8 787 410 6 18 [arial-small::]
1 4 759 410 26 24 [menuWhite:N]
1 4 724 410 33 24 [menuWhite:M]
3 4 781 436 10 24 [menuWhite:|]
1 4 754 436 25 24 [menuWhite:P]
0 10 774 462 20 18 [menuWhite:u]
0 11 754 462 18 17 [menuWhite:e]
0 4 724 436 28 24 [menuWhite:O]
1 11 724 462 21 17 [menuWhite:n]
0 4 702 410 20 24 [menuWhite:L]
3 8 713 436 6 24 [arial-small:;]
1 5 702 436 9 25 [menuWhite:[]
0 11 702 463 18 17 [menuWhite:z]
1 4 673 384 27 24 [menuWhite:G]
1 4 673 410 26 24 [menuWhite:R]
